Raise hand,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150810.png,"raise hand,question,school,education,hands and gestures,ask,gesture"
Talk,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150942.png,"love,heart,conversation,speech bubble,talk,communications,romantic"
Chat,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150860.png,"question,forum,faq,conversation,answer,inquiry,speech bubble,communications,chat"
Presentation,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150701.png,"presentation,online communication,conversation,communications,laptop,caucasian,electronics,user,boy,speech bubble,man"
Q&a,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150865.png,"question,faq,qa,conversation,answer,doubt,speech bubble,communications"
Group,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150746.png,"group,collaboration,organization,arrow,man,people together,engage,segmentation,caucasian,members,afro,team,user,girl"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150716.png,"debate,Disagree,discussion,yes,girl,disapprove,communications,user,caucasian,No,bad,speech bubble,woman"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150741.png,"agree,accept,discussion,check mark,tick,approve,thumb up,conversation,communications,speech bubble"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150707.png,"agree,Disagree,discussion,debate,disapprove,approve,cross mark,user,caucasian,check mark,afro,communications,boy,man"
Like,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150924.png,"customer,like,marketing,credibility,good review,thumb up,approve,reliable,well done,caucasian,black hair,user,boy,social media,man"
No speak,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150909.png,"silence,no speak,communications,prohibition,forbidden,not allowed,signaling,speech bubble"
Dislike,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150654.png,"dislike,disapproval,thumb down,bad review,customer,woman,caucasian,black hair,user,marketing,girl,social media"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150640.png,"debate,discussion,team work,conversation,brainstorming,communications,user,speech bubble"
Talk,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150647.png,"talk,speech,speak,speech bubble,girl,request,caucasian,black hair,communications,user,woman"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150684.png,"dialogue,debate,discussion,conversation,counselling,communications,user,man,counseling,caucasian,boy,speech bubble,girl,woman,avatar"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150644.png,"discussion,debate,dialogue,conversation,communications,speech,speech bubble,talk"
Talk,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150773.png,"speech,talk,speech bubble,speak,request,communications,caucasian,black hair,user,boy,man"
Discussion,discussion,Lineal color,https://cdn-icons-png.flaticon.com/512/4150/4150843.png,"video call,online meeting,discussion,video conference,communications,online communication,caucasian,website,user,boy,man"
